tag,pde,n_feat,model,seed,source,t,centroid_model,hf_model,centroid_exact,hf_exact,centroid_err,abs_err
MS_burgers_n6_twin_s777,burgers,6,twin,777,MS,0.25,0.5521277912720605,1.4486362022711105e-06,0.5527385042446051,1.40434210757614e-06,-0.0006107129725446692,0.0006107129725446692
MS_burgers_n6_twin_s777,burgers,6,twin,777,MS,0.5,0.6100449453233031,1.0658616010486383e-06,0.610342190741679,9.955402581416152e-07,-0.0002972454183758355,0.0002972454183758355
MS_burgers_n6_twin_s777,burgers,6,twin,777,MS,0.75,0.6158775070232758,6.933856896576365e-07,0.6155906794316344,9.338412206059664e-07,0.00028682759164144755,0.00028682759164144755
MS_burgers_n6_twin_s777,burgers,6,twin,777,MS,1.0,0.6009792698692562,9.450668556436822e-07,0.601216735606354,9.634290999399992e-07,-0.00023746573709781948,0.00023746573709781948
MS_burgers_n7_gaaf_s1234,burgers,7,gaaf,1234,MS,0.25,0.5525368541067341,1.4430251145223513e-06,0.5527385042446051,1.40434210757614e-06,-0.00020165013787099006,0.00020165013787099006
MS_burgers_n7_gaaf_s1234,burgers,7,gaaf,1234,MS,0.5,0.6101185234089762,9.78690055981139e-07,0.610342190741679,9.955402581416152e-07,-0.0002236673327027372,0.0002236673327027372
MS_burgers_n7_gaaf_s1234,burgers,7,gaaf,1234,MS,0.75,0.6156176803252643,9.547165078024021e-07,0.6155906794316344,9.338412206059664e-07,2.7000893629947065e-05,2.7000893629947065e-05
MS_burgers_n7_gaaf_s1234,burgers,7,gaaf,1234,MS,1.0,0.6013467710286984,8.238647692619379e-07,0.601216735606354,9.634290999399992e-07,0.0001300354223443545,0.0001300354223443545
MS_burgers_n7_gaaf_s2025,burgers,7,gaaf,2025,MS,0.25,0.5525579817251007,1.273184621145106e-06,0.5527385042446051,1.40434210757614e-06,-0.00018052251950440024,0.00018052251950440024
MS_burgers_n7_gaaf_s2025,burgers,7,gaaf,2025,MS,0.5,0.6103311375882764,1.0993582918409966e-06,0.610342190741679,9.955402581416152e-07,-1.105315340255153e-05,1.105315340255153e-05
MS_burgers_n7_gaaf_s2025,burgers,7,gaaf,2025,MS,0.75,0.6157907531422622,9.487431283764512e-07,0.6155906794316344,9.338412206059664e-07,0.00020007371062780166,0.00020007371062780166
MS_burgers_n7_gaaf_s2025,burgers,7,gaaf,2025,MS,1.0,0.6013021617326073,8.445612394990496e-07,0.601216735606354,9.634290999399992e-07,8.542612625328516e-05,8.542612625328516e-05
MS_burgers_n7_gaaf_s777,burgers,7,gaaf,777,MS,0.25,0.552544408066766,1.0728671751460503e-06,0.5527385042446051,1.40434210757614e-06,-0.00019409617783916477,0.00019409617783916477
MS_burgers_n7_gaaf_s777,burgers,7,gaaf,777,MS,0.5,0.6103920315111588,1.0833793076798501e-06,0.610342190741679,9.955402581416152e-07,4.984076947989191e-05,4.984076947989191e-05
MS_burgers_n7_gaaf_s777,burgers,7,gaaf,777,MS,0.75,0.6155764311451519,1.3309162727578814e-06,0.6155906794316344,9.338412206059664e-07,-1.4248286482443362e-05,1.4248286482443362e-05
MS_burgers_n7_gaaf_s777,burgers,7,gaaf,777,MS,1.0,0.6012032473154331,3.671119699740443e-07,0.601216735606354,9.634290999399992e-07,-1.3488290920959933e-05,1.3488290920959933e-05
MS_burgers_n7_twin_s1234,burgers,7,twin,1234,MS,0.25,0.552447839125984,1.2941546639384475e-06,0.5527385042446051,1.40434210757614e-06,-0.0002906651186210807,0.0002906651186210807
MS_burgers_n7_twin_s1234,burgers,7,twin,1234,MS,0.5,0.6100914643405416,1.0863187066643442e-06,0.610342190741679,9.955402581416152e-07,-0.00025072640113732447,0.00025072640113732447
MS_burgers_n7_twin_s1234,burgers,7,twin,1234,MS,0.75,0.6158637171120044,9.9106900910019e-07,0.6155906794316344,9.338412206059664e-07,0.0002730376803700141,0.0002730376803700141
MS_burgers_n7_twin_s1234,burgers,7,twin,1234,MS,1.0,0.601405211527554,1.0234608801968613e-06,0.601216735606354,9.634290999399992e-07,0.00018847592119997092,0.00018847592119997092
MS_burgers_n7_twin_s2025,burgers,7,twin,2025,MS,0.25,0.5523251880824679,2.2863406774382045e-06,0.5527385042446051,1.40434210757614e-06,-0.000413316162137245,0.000413316162137245
MS_burgers_n7_twin_s2025,burgers,7,twin,2025,MS,0.5,0.6101762188154428,7.966871638911178e-07,0.610342190741679,9.955402581416152e-07,-0.00016597192623613033,0.00016597192623613033
